,id
0,100064458979346
1,100007262411506
2,111419770654355
3,112116840259255
4,104585475447425
5,100083980837352
6,100091445229591
7,100084310254482
8,100089669205064
9,100083627979619
10,100039956857464
11,100071423114989
12,100014837229069
13,100015898395958
14,100091342356533
15,100083980837352
16,100091445229591
17,100084310254482
18,100089669205064
19,100083627979619
20,100039956857464
21,100071423114989
22,100014837229069
23,100015898395958
24,100091342356533
25,100091580770256
26,100020993803522
27,100090456316293
28,100000598299547
29,100087928316720
30,100086929414421
31,100091298539084
32,100090057334451
33,100069367555430
34,100091266266613
35,100088525100457
36,100091493045482
37,100091179924258
38,100087742192068
39,100005017390216
40,100091760012283
41,100083301593139
42,100091479484050
43,100091431436305
44,100091283451033
45,100089591989752
46,100081301693676
47,100090544939512
48,100091595077628
49,100091260247056
50,100088236498432
51,100088136535794
52,100091729472005
53,100090343434686
54,100090178126035
55,100091575220269
56,100091408575602
57,100091241918948
58,100091532857628
59,100088137582435
60,100072034305776
61,100085079724104
62,100089224711380
63,100058941874005
64,100091349862140
65,100091229336998
66,100056696011197
67,100027421458362
68,100090434327634
69,100088373877626
70,100003606992948
71,100091639056874
72,100091454326223
73,100091374530352
74,100078825640636
75,100090717459488
76,100000526928249
77,100091458885941
78,100083196640784
79,100091451531713
80,100088951175432
81,100044185039998
82,100090924774745
83,100059893263781
84,100063803539239
85,100085580462278
86,100087225713089
87,100091554460885
88,100007529114253
89,100091252254021
90,100091351250745
91,100063894525298
92,100091755901660
93,100091475075797
94,100090222176841
95,100091057047728
96,100078678211756
97,100090284690202
98,100089683093510
99,100054326390481
100,100089482600318
101,100009204842440
102,100081846489275
103,100091321040372
104,100003728938628
105,100057353866678
106,100090752612298
107,100090921234213
108,100005369984653
109,100091497912589
110,100054707241058
111,100091327272127
112,100091628286311
113,100089322335011
114,100083873920381
115,100050768153437
116,100089425427248
117,100083691308088
118,100089873522156
119,100007884552707
120,100086499049784
121,100087990065145
122,100091530821381
123,100091246004322
124,100024335136889
125,100087640921609
126,100089713440488
127,100091580408657
128,100091456632412
129,100090814411691
130,100086762564915
131,100084625846723
132,100063735263428
133,100091484133368
134,100030851863560
135,100083799430982
136,100091481743290
137,100086161943689
138,100086657306304
139,100089541267518
140,100089664874499
141,100087861674235
142,100076686018966
143,100089534510401
144,100081511924750
145,100091463744319
146,100087960469071
147,100090517694964
148,100086284748949
149,100091483600697
150,100084719533351
151,100059038694351
152,100090015751602
153,100059065241590
154,100089475802943
155,100091140627006
156,100091520981348
157,100089540935178
158,100091498894953
159,100041071622151
160,100091116537754
161,100058062186742
162,100081467501194
163,100090724471968
164,100090729454176
165,100090443995456
166,100075768534701
167,100080818912380
168,100091300270926
169,100089683214821
170,100091403987068
171,100010435123816
172,100091253138418
173,100051890229869
174,100091344976240
175,100089366466700
176,100091305412192
177,100049278930313
178,100089061428276
179,100089247990252
180,100072218423903
181,100091347349661
182,100088078806934
183,100089558782722
184,100067495111320
185,100056604737956
186,100088674795035
187,100090484106324
188,100091494244507
189,100041861947993
190,100090823387098
191,100003536524412
192,100090485091163
193,100091135766558
194,100000093461880
195,100090351200122
196,100083068395223
197,100091306329398
198,100002807740539
199,100090922230745
200,100091388508029
201,100091070151875
202,100089900651755
203,100090637735438
204,100090328952418
205,100091309969149
206,100090188833259
207,100090323952836
208,100091055547550
209,100013486992497
210,100002057352261
211,100003352325283
212,100085964768124
213,100050269922608
214,100091543503052
215,100085098186283
216,100014966868457
217,100091338214337
218,100010715134689
219,100086271459754
220,100034144294030
221,100090603593189
222,100091559646984
223,100010157262962
224,100089888811864
225,100090368676750
226,100069168378413
227,100072146349639
228,100091319930634
229,100091109183894
230,100091418922099
231,100087849963356
232,100088625392728
233,100091511560505
234,100087058654679
235,100091517080289
236,100088904855237
237,100053395281786
238,100004014264720
239,100057800292520
240,100075495281691
241,100089343556213
242,100024183984221
243,100011828469662
244,100091397557870
245,100089565710740
246,100091589646160
247,100091506640694
248,100091402532818
249,100089617914302
250,100088212845229
251,100052893435473
252,100085013577119
253,100089947737773
254,100089218250271
255,100090366227088
256,100091505227543
257,100010247771482
258,100089541468170
259,100084385804827
260,100091632633668
261,100091685641472
262,100011599268158
263,100015590071328
264,100090681303087
265,100089768899554
266,100014451338719
267,100027873937033
268,100091152410018
269,100088453597723
270,100014884090673
271,100091431404466
272,100088506020024
273,100066302996375
274,100002923176481
275,100091244645918
276,100055634864171
277,100071468635749
278,100090033924009
279,100091455283130
280,100091277627815
281,100091482431346
282,100083849238499
283,100090601623057
284,100091329660376
285,100091379865787
286,100051720064534
287,100090566394346
288,100081253917392
289,100062364531323
290,100091341888454
291,100090624206973
292,100091360397556
293,100030519614561
294,100050988225669
295,100086748112277
296,100004636097189
297,100084299797597
298,100090880957374
299,100091306850587
300,100084954369537
301,100090907149102
302,100091398011767
303,100045851631230
304,100091639773111
305,100091131758513
306,100085755447028
307,100081267117202
308,100090674675539
309,100078153042124
310,100090576910019
311,100007588174818
312,100091381426129
313,100091244585154
314,100081087496341
315,100091490650215
316,100087436153886
317,100086596431861
318,100086212181330
319,1364686153
320,100088415080816
321,100089585391926
322,100008824720406
323,100056241064379
324,100006526429930
325,100077703739635
326,100091599454413
327,100091050387033
328,100091294130411
329,100088135304608
330,100090436183239
331,100091278561336
332,100089891357947
333,100091567266404
334,100090475612282
335,100029678553637
336,100080813370684
337,100091385265714
338,100090691803663
339,100067111021936
340,100090603643795
341,100091205363601
342,100089752513882
343,100003801021280
344,100049524392949
345,100091376591805
346,100091226302844
347,100073975008555
348,100064134587293
349,100086131037154
350,100091180013320
351,100089322054143
352,100088162695770
353,100091350676195
354,100086951945675
355,100023519719207
356,100091283688933
357,100091127445037
358,100015502626859
359,100089425944098
360,100089723323638
361,100081990393048
362,100086724294537
363,100065031407259
364,100086698162791
365,100087144458786
366,100088841920535
367,100087153841665
368,100077716575330
369,100089507363266
370,100083231027951
371,100090251860400
372,100083375985470
373,100001425769998
374,100083630795859
375,100088301414925
376,100089965221069
377,100085178754251
378,100091353346046
379,100090057074729
380,100091262628202
381,100090201121832
382,100088121394691
383,100071648405515
384,100089096771562
385,100065345434482
386,100051528309449
387,100089917071283
388,100003497162944
389,100091190211641
390,100089548165717
391,100090433665752
392,100079690993095
393,100091551271516
394,100087874094514
395,100088235064163
396,100090705780025
397,100083740955059
398,100090403083713
399,100090785151596
400,100063658066450
401,100077828269223
402,100090302932726
403,100015587857143
404,100063698584363
405,100091089549526
406,100091288429106
407,100091506038090
408,100031304121000
409,100091229511312
410,100064833967074
411,100063985481809
412,100090484398174
413,100054347276130
414,1146297885
415,100053358766372
416,100091486539113
417,100053897798780
418,100063613072091
419,100091212527246
420,100089813085619
421,100063940500409
422,100091280479605
423,100076162172530
424,100089721087647
425,100091361641422
426,100091450868374
427,100038049556850
428,100076643437692
429,100089837420563
430,100090656500302
431,100089216400248
432,100014290892395
433,100054184786032
434,100089674402468
435,100087513527765
436,100090985118031
437,100070208835915
438,100091459719924
439,100090867457413
440,100010584889024
441,100084365187532
442,100088393537678
443,100009819462576
444,100004394258541
445,100085454583587
446,100091433797951
447,100090385841426
448,100027775192815
449,100022781941133
450,100091219730878
451,100091385702861
452,100091449667377
453,100089223664516
454,100090332575156
455,100083127351494
456,100063633362056
457,100090413691954
458,100083032790818
459,100091134352230
460,100025009420588
461,100090944408400
462,100091299137995
463,100080480507970
464,100049018872527
465,100091420331544
466,100090527569191
467,100009178764109
468,100090298011682
469,100037372324407
470,100062092743661
471,100091457799444
472,100054872436314
473,100080023848159
474,100091439890109
475,100031311044585
476,100002585490854
477,100091522055703
478,100089988330972
479,100050088851263
480,100066973760361
481,100083693599029
482,100090121574169
483,100077322294104
484,100091627680419
485,100085179491673
486,100087447973596
487,100055472284913
488,100091609771183
489,100090064629342
490,100090186098055
491,100088487119083
492,100068992784597
493,100086262675219
494,100089555064936
495,100077165678685
496,100077341685642
497,100091514495983
498,100078515380963
499,100009746803226
500,100090497420966
501,100089897547641
502,100090008090998
503,100050522760244
504,100063680726720
505,100079622798855
506,100091520222324
507,100090695295664
508,100084464466998
509,100090621489523
510,100066407516401
511,100091086740471
512,100090466370113
513,100090109254015
514,100090281514292
515,100089560974557
516,100029193372511
517,100045666039490
518,100089015358849
519,100077485983293
520,100089420773514
521,100073418269916
522,100065864931022
523,100091581960997
524,100090292214285
525,100048155574165
526,100071357004375
527,100028616356020
528,100065772840695
529,100000312844400
530,100089433853200
531,100089564491432
532,100054407772265
533,100091370168642
534,100090352670558
535,100034167061978
536,100091413128969
537,100083017729988
538,100068239560203
539,100023554712152
540,100091091320946
541,100003817181666
542,100086241469133
543,100091557812715
544,100087917476904
545,100026273090268
546,100090573557414
547,100088268287084
548,100046595829231
549,100091274314680
550,100088971900241
551,100089356904152
552,100089945078627
553,100091500845653
554,100089765540802
555,100088202351988
556,100091593090257
557,100091391381089
558,100081185205942
559,100054491840148
560,100010475972134
561,100091306686387
562,100091385109406
563,100091313143393
564,100052988102894
565,100055198600698
566,100090980065581
567,100089557193353
568,100088234088289
569,100090100497351
570,100090461857529
571,100023887757016
572,100009213331369
573,100015569736246
574,100087621993504
575,100089540420373
576,100091124145782
577,100088164850763
578,100089683159059
579,100002663253526
580,100079400210936
581,100090443911624
582,100001515956045
583,100055680555000
584,100021836050426
585,100091322294436
586,100014178195320
587,100049397582150
588,100091440757975
589,100057617132358
590,100090845483406
591,100013940557090
592,100090061707165
593,100063614407043
594,100007260075741
595,100033871982349
596,100000131640801
597,100000454167800
598,100090718524959
599,100091340617280
600,100090608258873
601,100089780996291
602,100009289874918
603,100086516397030
604,100085882114122
605,100063761484271
606,100091035274865
607,100087570221902
608,100085643802925
609,100063555596800
610,100071320112478
611,100091274954939
612,100091366838842
613,100003842384127
614,100088512783951
615,100090490734963
616,100049870280369
617,100089666001165
618,100087782521699
619,100085682471358
620,100090903125849
621,100091094300065
622,100072668528024
623,100086766710658
624,100050862229279
625,100090683651693
626,100009745147625
627,100082853316799
628,100088952228871
629,100081936230958
630,100081739951908
631,100090201834018
632,100030777852256
633,100012516480227
634,100090205857091
635,100091284975425
636,770654563
637,100074757437470
638,100090314028155
639,100073230199478
640,100088727166260
641,100089453831544
642,100083102072212
643,100087518976629
644,100087621159767
645,100091164522886
646,100076344027395
647,100076156311554
648,100052583147386
649,100086182675930
650,100012003018760
651,100086114597105
652,100083158017153
653,100088050587293
654,100089848448255
655,100089666572037
656,100083286679981
657,100091281345468
658,100008153166458
659,100084639166192
660,100082648035718
661,100091443245391
662,100078999236459
663,100071150406858
664,100091284284331
665,100091053891487
666,100091389817193
667,100003347118016
668,100089300235377
669,100006080863468
670,100071437771723
671,100083493327513
672,100090320045495
673,100081993172401
674,100091127777426
675,100046466026534
676,662208400
677,100089486019708
678,100083031437679
679,100091267778146
680,100091199387723
681,100070422546314
682,100077359217992
683,100085296951138
684,100030333703287
685,100090682727504
686,100029902869260
687,100090071676623
688,100086199433746
689,100088591263384
690,100091263675792
691,100091079240075
692,100089719343478
693,100065293878416
694,100078731210455
695,100075047041773
696,100023723454032
697,100090653777193
698,100006509931695
699,100090279727854
700,100070777454984
701,100090368037239
702,100021548174529
703,100063877331692
704,100082289800158
705,100089677462156
706,100091344820732
707,100088345583803
708,100063337831934
709,100088156155113
710,100071197192101
711,100089563701020
712,100027874523092
713,100091378269466
714,100064112656226
715,100088935852515
716,100004482572774
717,100089552359133
718,100063959290920
719,100090041245066
720,100083163823305
721,100090193016484
722,100086900350665
723,100086799169985
724,100008144689051
725,100002308455737
726,100088112480831
727,100038860570703
728,100091525321841
729,100090052884249
730,100091454075289
731,100091341151009
732,100091378569446
733,100090618348818
734,100090326356704
735,100029042300089
736,100067443000896
737,100083595580126
738,100069908230891
739,100020667330147
740,100045408780619
741,100047753770535
742,100091304258728
743,100086718822654
744,100001749024022
745,100075317522557
746,100048889394187
747,100087020380407
748,100080639421602
749,100089541140215
750,100090489728828
751,100090676315775
752,100087950558502
753,100043422050603
754,100035561033810
755,100086248750729
756,100091134527266
757,100087754733033
758,100091483623243
759,100050892561696
760,100091488362937
761,100079144723280
762,100021342710921
763,100091058059055
764,100086203335125
765,100091157536511
766,100084159920141
767,100091426535801
768,100051245624909
769,100090240893945
770,100089881492989
771,100023699044554
772,100091328701023
773,100090577580897
774,100090293062541
775,100089061872573
776,100036747431541
777,100078033561792
778,100088066350531
779,100077333570947
780,100091530120028
781,100090745153590
782,100089154888770
783,100083705136647
784,100009813729613
785,100090903583109
786,100088821168805
787,100088811569170
788,100030776058200
789,100082915401555
790,100001204580173
791,100090868603953
792,100086914265394
793,100066578214898
794,100089881925832
795,100089298641601
796,100053939581885
797,100090939798506
798,100090473337720
799,100091387956610
800,100060190736337
801,100088835106575
802,100088675967918
803,100055422686048
804,100091298831294
805,100086743146473
806,100091339869054
807,100091459442882
808,100053476665690
809,100074908689867
810,100090365756934
811,100089775107464
812,100090197724353
813,100089690809933
814,100002179443916
815,100090034599542
816,100091328109710
817,100081085533393
818,100090484345990
819,100086181295675
820,100091342476656
821,100013979491700
822,100078690730646
823,100079534340689
824,100090213398572
825,100083083122815
826,100084319593870
827,100088211898524
828,100090624287302
829,100044258971664
830,100044219323742
831,100036083020511
832,100081131427093
833,100089002403306
834,100087755897798
835,100085241851883
836,100090722311639
837,100090094881168
838,100090833753326
839,100090494846924
840,100078198821336
841,100091314819870
842,100090061431373
843,100090467637050
844,100091281369476
845,100091393531302
846,100028983091850
847,100054237807261
848,100091170875055
849,100029213050111
850,100089773430014
851,100004055103675
852,100060794000130
853,100083320068121
854,100088692645327
855,100029904422315
856,100024605180675
857,100082011416669
858,100063581377203
859,100091184413779
860,100079866165802
861,100085032480066
862,100045833734143
863,100091352460194
864,100090909487795
865,100042215169486
866,100033884590560
867,100091003389166
868,100015748230272
869,100090310159531
870,100074809699307
871,100083777238186
872,100087753754065
873,100050330715636
874,100054954391684
875,100079095979785
876,100010762207867
877,100073372494345
878,100090232687272
879,100074790278417
880,100091434363194
881,100090595055337
882,100082826094380
883,100088145346903
884,100083179887546
885,100000278059849
886,100089779070331
887,100082553554738
888,100089674488519
889,100087582661410
890,100089594637821
891,100091335518255
892,100090192051526
893,100091001060647
894,100043670897937
895,100001239173424
896,100084830924865
897,100086492598513
898,100087752756880
899,100009171447126
900,100091256681921
901,100090449366117
902,100006562382121
903,1827351324
904,100006849760296
905,100054064848842
906,100091379010914
907,100057367781270
908,100090041481141
909,100091274500777
910,100063618745855
911,100077516142632
912,100017850407330
913,100091286980324
914,100046927975863
915,100090080334648
916,100034413906973
917,100067556546856
918,100088953371971
919,100081087244412
920,100002343223833
921,100091146673847
922,100090193762270
923,100087746525204
924,100091363803141
925,100008267883906
926,100089749021050
927,100064629436458
928,100003398467604
929,100082807693570
930,100025887610594
931,100091249057929
932,100081826328818
933,100018182694431
934,100090649227109
935,100090057333697
936,100088494805632
937,100090772631584
938,100007910704624
939,100077891136393
940,100090958894886
941,100091409762711
942,100090208971848
943,100084966922449
944,100089543895798
945,100090490945406
946,100088455386044
947,100077894091933
948,100064115341889
949,100090050599657
950,100091083614157
951,100089319108630
952,100091307227904
953,100088031388247
954,100079953620185
955,100077285761546
956,100088614968489
957,100091371092791
958,100091223021122
959,100091059373358
960,100086108324218
961,100005442972532
962,100079436217905
963,100091080373707
964,100087344662941
965,100091381352227
966,100040154022623
967,100004435298873
968,100077277234383
969,100090728250391
970,100090883317718
971,100083943166648
972,100090949883315
973,100089763377021
974,100089112078669
975,100088317999410
976,100087976249584
977,100089729425428
978,100083478515245
979,100090476057582
980,100090761089558
981,100053241757622
982,100068879592705
983,100087496839013
984,100090924593752
985,100091121352704
986,100027615973647
987,100083001872319
988,100091315955688
989,100080408916883
990,100051825921483
991,100088956264606
992,100085090542790
993,100091352431978
994,100014537202386
995,100075445943787
996,100022267412638
997,100077925730458
998,100090723145710
999,100089544671077
1000,100069648275184
1001,100090941666940
1002,100088527019414
1003,100065238205045
1004,100089034018334
1005,100014054715236
1006,100081534927595
1007,100089942014199
1008,100083081019123
1009,100048834075704
1010,100073702398088
1011,100088688460145
1012,100087079834741
1013,100075791727125
1014,100082886331822
1015,100081138603250
1016,100091307496547
1017,100080294710109
1018,100090044884863
1019,100023581838811
1020,100007859051030
1021,100090635107314
1022,100091150631035
1023,100091141870945
1024,100089684505670
1025,100069004966361
1026,100090337485885
1027,100068160653582
1028,100090910137005
1029,100090371296213
1030,100090708627576
1031,100090004293247
1032,100090882223393
1033,100091051813210
1034,100026506132490
1035,100029175851716
1036,100080343910569
1037,100091062702858
1038,100073107574533
1039,100076502594013
1040,100091386301041
1041,100052326798451
1042,100090428648797
1043,100091250199271
1044,100090621308136
1045,100084194552456
1046,100056211174021
1047,100087000634395
1048,100090793595470
1049,100090050988084
1050,100031286002969
1051,100043394532867
1052,100091305426067
1053,100067547472782
1054,100090273084590
1055,100089679275595
1056,100031791782711
1057,100089893411700
1058,100078876736567
1059,100089674904649
1060,100032804440949
1061,100023878930775
1062,100038603109380
1063,100091126778426
1064,100058146642193
1065,100087981835724
1066,100048924369266
1067,100090767626416
1068,100055743909730
1069,100064806393456
1070,100090408533812
1071,100008175067000
1072,100018872632791
1073,100088451408925
1074,100090854782263
1075,100074185837343
1076,100089214823202
1077,100089587426511
1078,100040564127475
1079,100090787965247
1080,100085071631508
1081,100090977787435
1082,100020758877699
1083,100085238136638
1084,100083737982909
1085,100090207048993
1086,100037818635306
1087,100085554867972
1088,100091283736241
1089,100091348172869
1090,100090825384612
1091,100006424732287
1092,100091065912181
1093,100089691074353
1094,100089908213593
1095,100090723414395
1096,100091000166051
1097,100063584124003
1098,100090221988794
1099,100091261143133
1100,100076423692204
1101,100020458812279
1102,100017486283301
1103,100090141927329
1104,100005850461380
1105,100090200716622
1106,100029520444017
1107,100088448627819
1108,100089674391307
1109,100090758463393
1110,100089773125317
1111,100022804000296
1112,100039144561505
1113,100014895813332
1114,100089467034668
1115,100069835539456
1116,100090705512561
1117,100074999254884
1118,100088534691544
1119,100089674693157
1120,100087179667611
1121,100090882834048
1122,100089550221726
1123,100091079110614
1124,100089901792988
1125,100091249890684
1126,100088032294649
1127,100079862787315
1128,100089661910874
1129,100091316553409
1130,100010880269170
1131,100091129149443
1132,100088260161228
1133,100091256133685
1134,100075935011813
1135,100091212967415
1136,100008262996883
1137,100089536912806
1138,100090050919321
